,LotArea,MiscVal,2ndFlrSF,BsmtFinSF1,PoolArea,BsmtFinSF2,MasVnrArea,BsmtUnfSF,LowQualFinSF,GrLivArea,TotalBsmtSF,Unnamed: 0,Unnamed: 0.1,3SsnPorch,Id,ScreenPorch,WoodDeckSF,1stFlrSF,EnclosedPorch,GarageArea,OpenPorchSF,MSSubClass,LotFrontage,Condition2_RRAn,ExterCond_Po,SaleType_Con,SaleCondition_Alloca,Condition2_PosN,BsmtCond_Po,SaleType_New,NeighborhoodNridgHt,SaleCondition_Partial,LotShape_IR3,Heating_Wall,Foundation_Stone,Foundation_Slab,Exterior2ndCmentBd,Heating_Grav,Exterior1stCemntBd,HouseStyle_2.5Fin,NeighborhoodSomerst,MSZoning_FV,RoofMatl_WdShngl,SaleType_Oth,MasVnrType_Stone,GarageType_BuiltIn,RoofStyle_Gambrel,Condition2_RRNn,LandContour_HLS,GarageQual_Gd,BsmtExposure_Gd,KitchenQual_Fa,Exterior1stStucco,Exterior2ndStucco,Electrical_FuseP,MoSold,Exterior2ndBrkFace,RoofMatl_Membran,Electrical_Mix,GarageType_CarPort,Condition1_PosN,NeighborhoodCollgCr,HouseStyle_1.5Unf,Condition1_RRAn,LotConfig_CulDSac,BsmtCond_Gd,ExterCond_Fa,LotConfig_FR3,Functional_Mod,LandSlope_Mod,ExterQual_Gd,LandSlope_Sev,BsmtExposure_Mn,SaleType_CWD,NeighborhoodGilbert,LotConfig_FR2,HeatingQC_Fa,LotShape_IR2,NeighborhoodSawyerW,BsmtQual_Fa,SalePrice
30,8500,0,668,0,0,0,0.0,649,0,1317,649,30,30,0,31,0,0,649,172,250,54,70,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
31,8544,0,0,0,0,0,0.0,1228,0,1228,1228,31,31,0,32,0,0,1228,0,271,65,20,62.54807692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149350
32,11049,0,0,0,0,0,0.0,1234,0,1234,1234,32,32,0,33,0,0,1234,0,484,30,20,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,179900
33,10552,0,0,1018,0,0,0.0,380,0,1700,1398,33,33,0,34,0,0,1700,0,447,38,20,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165500
34,7313,0,0,1153,0,0,246.0,408,0,1561,1561,34,34,0,35,0,203,1561,0,556,47,120,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277500
35,13418,0,1320,0,0,0,132.0,1117,0,2452,1117,35,35,0,36,0,113,1132,0,691,32,60,108.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,309000
36,10859,0,0,0,0,0,0.0,1097,0,1097,1097,36,36,0,37,0,392,1097,0,672,64,20,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
37,8532,0,0,1213,0,0,650.0,84,0,1297,1297,37,37,0,38,0,0,1297,0,498,0,20,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153000
38,7922,0,0,731,0,0,0.0,326,0,1057,1057,38,38,0,39,0,0,1057,0,246,52,20,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109000
39,6040,0,0,0,0,0,0.0,0,0,1152,0,39,39,0,40,0,0,1152,0,0,0,90,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82000
40,8658,0,0,643,0,0,101.0,445,0,1324,1088,40,40,0,41,0,0,1324,0,440,138,20,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
41,16905,0,0,967,0,0,0.0,383,0,1328,1350,41,41,0,42,0,0,1328,0,308,104,20,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000
42,9180,0,0,747,0,93,0.0,0,0,884,840,42,42,0,43,0,240,884,0,504,0,85,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144000
43,9200,0,0,280,0,491,0.0,167,0,938,938,43,43,0,44,0,145,938,0,308,0,20,62.54807692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130250
44,7945,0,0,179,0,506,0.0,465,0,1150,1150,44,44,0,45,0,0,1150,0,300,0,20,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000
45,7658,0,0,456,0,0,412.0,1296,0,1752,1752,45,45,0,46,0,196,1752,0,576,82,120,61.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319900
46,12822,0,631,1351,0,0,0.0,83,0,2149,1434,46,46,0,47,198,168,1518,0,670,43,50,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,239686
47,11096,0,0,24,0,0,0.0,1632,0,1656,1656,47,47,0,48,0,0,1656,0,826,146,20,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,249700
48,4456,0,716,0,0,0,0.0,736,0,1452,736,48,48,0,49,0,0,736,102,0,0,190,33.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113000
49,7742,0,0,763,0,0,0.0,192,0,955,955,49,49,0,50,0,0,955,0,386,0,20,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000
50,13869,0,676,182,0,0,0.0,612,0,1470,794,50,50,0,51,0,0,794,0,388,75,60,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,177000
51,6240,400,0,0,0,0,0.0,816,360,1176,816,51,51,0,52,0,112,816,0,528,0,50,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114500
52,8472,0,0,104,0,712,0.0,0,0,816,816,52,52,0,53,0,106,816,0,516,0,90,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,110000
53,50271,0,0,1810,0,0,0.0,32,0,1842,1842,53,53,0,54,0,857,1842,0,894,72,20,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,385000
54,7134,0,0,384,0,0,0.0,0,0,1360,384,54,54,0,55,0,0,1360,0,572,50,80,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130000
55,10175,0,0,490,0,0,272.0,935,0,1425,1425,55,55,407,56,0,0,1425,0,576,0,20,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180500
56,2645,0,756,649,0,0,456.0,321,0,1739,970,56,56,0,57,0,115,983,0,480,0,160,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172500
57,11645,0,860,0,0,0,0.0,860,0,1720,860,57,57,0,58,0,0,860,0,565,70,60,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196500
58,13682,0,1519,0,0,0,1031.0,1410,0,2945,1410,58,58,0,59,0,192,1426,37,641,0,60,66.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,438780
59,7200,0,0,632,0,0,0.0,148,0,780,780,59,59,0,60,0,196,780,0,352,0,20,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124900
60,13072,0,0,941,0,0,0.0,217,0,1158,1158,60,60,0,61,0,0,1158,0,576,50,20,63.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158000
61,7200,0,530,0,0,0,0.0,530,0,1111,530,61,61,0,62,0,0,581,144,288,0,75,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101000
62,6442,0,0,24,0,0,178.0,1346,0,1370,1370,62,62,0,63,0,120,1370,0,484,49,120,44.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,202500
63,10300,0,808,0,0,0,0.0,576,0,1710,576,63,63,0,64,0,12,902,64,480,11,70,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
64,9375,0,977,739,0,0,573.0,318,0,2034,1057,64,64,0,65,0,576,1057,0,645,36,60,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219500
65,9591,0,1330,0,0,0,344.0,1143,0,2473,1143,65,65,0,66,0,192,1143,0,852,151,60,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,317000
66,19900,0,0,912,0,0,287.0,1035,0,2207,1947,66,66,0,67,0,301,2207,0,576,0,20,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
67,10665,0,0,1013,0,0,167.0,440,0,1479,1453,67,67,0,68,0,144,1479,0,558,29,20,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,226000
68,4608,0,0,0,0,0,0.0,747,0,747,747,68,68,0,69,0,0,747,0,220,0,30,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
69,15593,0,983,603,0,0,0.0,701,0,2287,1304,69,69,0,70,0,0,1304,114,667,21,50,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,225000
70,13651,0,0,1880,0,0,1115.0,343,0,2223,2223,70,70,0,71,0,300,2223,0,516,0,20,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244000
